=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Survey: AI,EBS_SHELF,EBS_SLOPE,GOA,NBS"
"Year: 2021,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1980"
"Species Code: 320"
=========================================================================
"Survey","Year","Cruise Join ID","Haul Join ID","Catch Join ID","Cruise Number","Vessel Number","Haul Number","Starting Latitude (dd)","Starting Longitude (dd)","Ending Latitude (dd)","Ending Longitude (dd)","Stratum","Stratum INPFC Area","Stratum Min Depth (m)","Stratum Max Depth (m)","Stratum Description","Stratum Regulatory Area Name","Stratum Type","Domain","Density","Gear Performance","Satisfactory Gear Performance","Gear Performance Note","Gear Depth","Bottom Depth","Species Code","Common Name","Scientific Name","Length (mm)","Frequency","Sex","Sample Type","Length Type","akfin_load_date"
EBS_SLOPE,2004,1225395,1225635,1227646,200401,134,76,57.84603,-173.9509,57.86713,-173.9689,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",651,656,320,Pacific sleeper shark,Somniosus pacificus,2310,1,Female,1,1,03-OCT-16
EBS_SLOPE,2008,-629,-4479,-107557,200801,94,14,54.45625,-166.2029,54.45646,-166.2411,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",510,517,320,Pacific sleeper shark,Somniosus pacificus,790,1,Female,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4500,-108548,200801,94,35,55.04869,-167.8326,55.06846,-167.84959,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",545,552,320,Pacific sleeper shark,Somniosus pacificus,1030,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4594,-112576,200801,94,134,54.65522,-167.70309,54.6385,-167.7153,14,,,,"EBS slope subarea 1 depth stratum 4  800-1000 meters",,,,,0,Y,"Good performance",815,821,320,Pacific sleeper shark,Somniosus pacificus,840,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4513,-109146,200801,94,49,56.17975,-168.4783,56.16864,-168.4463,21,,,,"EBS slope subarea 2 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",207,214,320,Pacific sleeper shark,Somniosus pacificus,1030,1,Female,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4628,-113784,200801,94,168,56.40093,-172.683,56.39091,-172.66119,35,,,,"EBS slope subarea 3 depth stratum 5 1000-1200 meters",,,,,0,Y,"Good performance",1043,1050,320,Pacific sleeper shark,Somniosus pacificus,1400,1,Female,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7326,-200343,201001,94,203,54.56833,-166.2197,54.5684,-166.25475,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",417,424,320,Pacific sleeper shark,Somniosus pacificus,1110,1,Female,1,5,03-OCT-16
EBS_SLOPE,2002,1129895,1129969,1136110,200202,57,8,55.97543,-169.5555,55.98348,-169.5226,24,,,,"EBS slope subarea 2 depth stratum 4  800-1000 meters",,,,,5,Y,"Unspecified gear performance problem",820,825,320,Pacific sleeper shark,Somniosus pacificus,1670,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129993,1134482,200202,57,43,57.15975,-173.87711,57.1388,-173.8587,31,,,,"EBS slope subarea 3 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",323,330,320,Pacific sleeper shark,Somniosus pacificus,1250,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129899,1132249,200202,57,99,56.45683,-172.7142,56.46564,-172.7524,33,,,,"EBS slope subarea 3 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",723,730,320,Pacific sleeper shark,Somniosus pacificus,1150,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1140,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1180,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1230,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1260,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1420,3,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1400,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1490,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1500,2,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1510,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1860,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1910,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,2080,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,2120,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,2160,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,2170,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,2300,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1640,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1710,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129995,1134551,200202,57,45,57.75108,-173.9407,57.74529,-173.90041,44,,,,"EBS slope subarea 4 depth stratum 4  800-1000 meters",,,,,4.1,Y,"Caught large rock",863,870,320,Pacific sleeper shark,Somniosus pacificus,1760,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129907,1132010,200202,57,108,58.54794,-174.8015,58.53705,-174.76489,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",792,799,320,Pacific sleeper shark,Somniosus pacificus,1380,1,Female,1,1,03-OCT-16
EBS_SLOPE,2004,1225395,1225608,1226289,200401,134,39,55.08297,-167.89751,55.10462,-167.91499,13,,,,"EBS slope subarea 1 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",596,603,320,Pacific sleeper shark,Somniosus pacificus,1410,1,Female,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225586,1234061,200401,134,14,54.31271,-166.5927,54.31465,-166.55521,14,,,,"EBS slope subarea 1 depth stratum 4  800-1000 meters",,,,,0,Y,"Good performance",799,806,320,Pacific sleeper shark,Somniosus pacificus,740,1,Male,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225584,1227721,200401,134,65,56.49411,-172.3143,56.50056,-172.3522,35,,,,"EBS slope subarea 3 depth stratum 5 1000-1200 meters",,,,,0,Y,"Good performance",1011,1018,320,Pacific sleeper shark,Somniosus pacificus,1270,1,Male,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8747,-231260,201201,94,24,57.73012,-173.78342,57.74573,-173.81017,41,,,,"EBS slope subarea 4 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",349,357,320,Pacific sleeper shark,Somniosus pacificus,770,1,Female,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8747,-231260,201201,94,24,57.73012,-173.78342,57.74573,-173.81017,41,,,,"EBS slope subarea 4 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",349,357,320,Pacific sleeper shark,Somniosus pacificus,970,1,Female,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8783,-232550,201201,94,60,60.31417,-178.67923,60.33192,-178.70537,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",378,386,320,Pacific sleeper shark,Somniosus pacificus,1050,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4654,-114792,200801,94,195,54.59449,-166.8869,54.57467,-166.88699,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",412,418,320,Pacific sleeper shark,Somniosus pacificus,920,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4497,-108413,200801,94,32,54.86727,-167.4949,54.88195,-167.5273,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",494,501,320,Pacific sleeper shark,Somniosus pacificus,1190,1,Male,1,5,03-OCT-16
EBS_SLOPE,2016,-708,-16280,-459349,201601,178,124,56.20187,-169.23726,56.19529,-169.1989,22,,,,"EBS slope subarea 2 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",524,530,320,Pacific sleeper shark,Somniosus pacificus,1280,1,Female,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4502,-108636,200801,94,37,55.26255,-168.0107,55.27641,-168.02721,13,,,,"EBS slope subarea 1 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",617,624,320,Pacific sleeper shark,Somniosus pacificus,880,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4484,-107817,200801,94,19,54.31118,-166.7599,54.30497,-166.72279,14,,,,"EBS slope subarea 1 depth stratum 4  800-1000 meters",,,,,5,Y,"Unspecified gear performance problem",846,853,320,Pacific sleeper shark,Somniosus pacificus,810,1,Male,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7324,-200193,201001,94,201,54.4589,-166.18653,54.45517,-166.22155,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",511,518,320,Pacific sleeper shark,Somniosus pacificus,820,1,Male,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7331,-200558,201001,94,208,54.34163,-166.14417,54.332,-166.17392,13,,,,"EBS slope subarea 1 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",733,741,320,Pacific sleeper shark,Somniosus pacificus,1390,1,Female,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7242,-196529,201001,94,118,56.16188,-169.0434,56.15452,-169.00653,21,,,,"EBS slope subarea 2 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",372,379,320,Pacific sleeper shark,Somniosus pacificus,1120,1,Female,1,5,03-OCT-16
EBS_SLOPE,2002,1129895,1129951,1136647,200202,57,156,54.33171,-167.3383,54.33387,-167.3781,13,,,,"EBS slope subarea 1 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",789,796,320,Pacific sleeper shark,Somniosus pacificus,1020,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1130036,1134633,200202,57,39,56.49579,-171.98621,56.48619,-171.95039,32,,,,"EBS slope subarea 3 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",571,578,320,Pacific sleeper shark,Somniosus pacificus,1140,1,Female,1,1,03-OCT-16
EBS_SLOPE,2010,-657,-7221,-195612,201001,94,97,56.56612,-172.33032,56.56715,-172.37368,33,,,,"EBS slope subarea 3 depth stratum 3 600-800 meters",,,,,6.24,Y,"Scope changed during tow",609,616,320,Pacific sleeper shark,Somniosus pacificus,980,1,Unknown,1,5,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1190,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1210,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1280,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,2080,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1630,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1430,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1510,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1720,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129905,1131913,200202,57,106,58.52913,-175.0591,58.51479,-175.0976,45,,,,"EBS slope subarea 4 depth stratum 5 1000-1200 meters",,,,,1.1,Y,"Minor hang(s)",1032,1038,320,Pacific sleeper shark,Somniosus pacificus,1130,1,Female,1,1,03-OCT-16
EBS_SLOPE,2010,-657,-6510,-181375,201001,94,58,58.65557,-177.79355,58.65547,-177.7494,53,,,,"EBS slope subarea 5 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",697,703,320,Pacific sleeper shark,Somniosus pacificus,930,1,Female,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-9341,-244805,201201,94,165,54.64437,-166.74622,54.64037,-166.71067,11,,,,"EBS slope subarea 1 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",363,368,320,Pacific sleeper shark,Somniosus pacificus,1340,1,Female,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225616,1227153,200401,134,50,55.93306,-168.8197,55.92489,-168.8571,21,,,,"EBS slope subarea 2 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",299,307,320,Pacific sleeper shark,Somniosus pacificus,1150,1,Female,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-9287,-242583,201201,94,106,55.80043,-168.8584,55.818,-168.87742,22,,,,"EBS slope subarea 2 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",528,535,320,Pacific sleeper shark,Somniosus pacificus,980,1,Male,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8818,-233928,201201,94,95,58.61465,-175.07068,58.62118,-175.03072,42,,,,"EBS slope subarea 4 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",438,445,320,Pacific sleeper shark,Somniosus pacificus,1840,1,Male,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8805,-233433,201201,94,82,58.58592,-176.45443,58.58518,-176.49282,51,,,,"EBS slope subarea 5 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",248,256,320,Pacific sleeper shark,Somniosus pacificus,1130,1,Male,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225547,1229735,200401,134,134,59.85084,-178.7887,59.86783,-178.81689,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",240,247,320,Pacific sleeper shark,Somniosus pacificus,1010,1,Female,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225411,1225959,200401,134,7,54.51353,-166.1006,54.50338,-166.15021,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",479,486,320,Pacific sleeper shark,Somniosus pacificus,940,1,Female,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4660,-114982,200801,94,201,54.48926,-165.8416,54.46986,-165.84599,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",444,451,320,Pacific sleeper shark,Somniosus pacificus,900,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4473,-107328,200801,94,8,54.59985,-166.0172,54.5979,-166.0562,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,6.12,Y,"Depth range of tow exceeds limits of stratum",394,401,320,Pacific sleeper shark,Somniosus pacificus,1370,1,Female,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4485,-107851,200801,94,20,54.30286,-166.89549,54.31631,-166.9386,15,,,,"EBS slope subarea 1 depth stratum 5 1000-1200 meters",,,,,5.1,Y,"Net came off bottom",1007,1014,320,Pacific sleeper shark,Somniosus pacificus,1080,1,Female,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4529,-109966,200801,94,66,57.72849,-173.78101,57.74241,-173.80881,41,,,,"EBS slope subarea 4 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",354,361,320,Pacific sleeper shark,Somniosus pacificus,1700,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4570,-111509,200801,94,109,60.08575,-179.0174,60.06447,-179.0163,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",235,242,320,Pacific sleeper shark,Somniosus pacificus,1590,1,Male,1,5,03-OCT-16
EBS_SLOPE,2008,-629,-4569,-111433,200801,94,108,60.18257,-178.8486,60.17149,-178.8878,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",381,388,320,Pacific sleeper shark,Somniosus pacificus,970,1,Female,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7279,-198223,201001,94,156,54.59837,-166.88198,54.5766,-166.8869,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",410,416,320,Pacific sleeper shark,Somniosus pacificus,880,1,Female,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7325,-200250,201001,94,202,54.49002,-166.3134,54.49018,-166.34977,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",488,495,320,Pacific sleeper shark,Somniosus pacificus,850,1,Female,1,5,03-OCT-16
EBS_SLOPE,2002,1129895,1129987,1134762,200202,57,34,54.27725,-166.6114,54.28325,-166.57719,15,,,,"EBS slope subarea 1 depth stratum 5 1000-1200 meters",,,,,5.3,Y,"Weather affected trawl performance",1067,1072,320,Pacific sleeper shark,Somniosus pacificus,1250,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1040,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1270,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1310,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1480,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1870,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,2060,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1750,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129907,1132010,200202,57,108,58.54794,-174.8015,58.53705,-174.76489,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",792,799,320,Pacific sleeper shark,Somniosus pacificus,1440,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1130010,1133503,200202,57,67,59.36537,-177.6026,59.38694,-177.6011,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",246,253,320,Pacific sleeper shark,Somniosus pacificus,1090,1,Female,1,1,03-OCT-16
EBS_SLOPE,2004,1225395,1225486,1233957,200401,134,188,55.25818,-168.0061,55.27393,-168.0287,13,,,,"EBS slope subarea 1 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",621,627,320,Pacific sleeper shark,Somniosus pacificus,1200,1,Female,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225628,1227745,200401,134,66,56.52844,-172.5144,56.53814,-172.5009,32,,,,"EBS slope subarea 3 depth stratum 2 400-600 meters",,,,,5.1,Y,"Net came off bottom",428,435,320,Pacific sleeper shark,Somniosus pacificus,1120,1,Male,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225471,1228508,200401,134,167,56.94727,-173.7188,56.94945,-173.7612,33,,,,"EBS slope subarea 3 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",700,707,320,Pacific sleeper shark,Somniosus pacificus,1300,1,Female,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8747,-231260,201201,94,24,57.73012,-173.78342,57.74573,-173.81017,41,,,,"EBS slope subarea 4 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",349,357,320,Pacific sleeper shark,Somniosus pacificus,730,1,Male,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-9300,-243119,201201,94,120,58.42775,-174.53748,58.41375,-174.51205,41,,,,"EBS slope subarea 4 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",306,313,320,Pacific sleeper shark,Somniosus pacificus,880,1,Female,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225450,1232859,200401,134,150,58.5267,-174.82739,58.51756,-174.7888,44,,,,"EBS slope subarea 4 depth stratum 4  800-1000 meters",,,,,0,Y,"Good performance",937,943,320,Pacific sleeper shark,Somniosus pacificus,1170,1,Female,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225450,1232859,200401,134,150,58.5267,-174.82739,58.51756,-174.7888,44,,,,"EBS slope subarea 4 depth stratum 4  800-1000 meters",,,,,0,Y,"Good performance",937,943,320,Pacific sleeper shark,Somniosus pacificus,950,1,Female,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8758,-231634,201201,94,35,59.52788,-178.25208,59.51185,-178.22417,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",222,230,320,Pacific sleeper shark,Somniosus pacificus,1280,1,Female,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8776,-232306,201201,94,53,60.50607,-178.8626,60.49213,-178.83618,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",285,293,320,Pacific sleeper shark,Somniosus pacificus,1050,1,Female,1,5,03-OCT-16
